	Train Loss	Test Loss	Test Accuracy	Train Accuracy	first_gradient_norm	first_gradient_norm_wt	first_gradient_norm_wt_full	first_gradient_norm_wt_scaled	first_gradient_norm_wt_rel	first_gradient_norm_wt_rel_full	first_gradient_norm_all	first_gradient_norm_full	first_gradient_norm_sub	loss_error	loss_error_wt	loss_error_wt_scaled	loss_error_wt_rel	loss_error_all	loss_error_sub
170	0.051921881932532415	0.324373412928544	91.04	98.2	0.0	0.0	31379.10460762414	0.0	0.0	0.9959767398193452	550.0416918731407	31505.86088317266	550.0416918731407	0.0	0.00018114368003807613	0.00018114368003807613	5.5089873064185875e-08	3288.1484375	3288.14825635632
171	0.026547228263807482	0.28965401906054467	92.28	99.196	0.0	0.0	31507.32395846888	0.0	0.0	1.0000464381945202	238.06570242928396	31505.86088317266	238.06570242928396	0.0	0.00013857737712896778	0.00013857737712896778	4.41660022376816e-08	3137.648193359375	3137.648054781998
172	0.022732927116594512	0.28563867283985017	92.31	99.32	0.0	0.0	31522.10071983757	0.0	0.0	1.0005154544649686	109.4799698621822	31505.86088317266	109.4799698621822	0.0	0.000126506741025878	0.000126506741025878	7.206545760693082e-08	1755.442138671875	1755.442012165134
173	0.020761343443766237	0.2845711941411719	92.31	99.394	0.0	0.0	31490.364517599282	0.0	0.0	0.9995081434012916	71.00999030331991	31505.86088317266	71.00999030331991	0.0	-0.00011162274176967912	-0.00011162274176967912	-7.154948998088844e-08	1560.077392578125	1560.0775042008668
174	0.020094438828382407	0.2823251552693546	92.39	99.464	0.0	0.0	31540.499032566702	0.0	0.0	1.0010994192325828	42.92479793570372	31505.86088317266	42.92479793570372	0.0	-2.386792516517744e-05	-2.386792516517744e-05	-1.635241535265819e-08	1459.5963134765625	1459.5963373444877
175	0.019276489814656086	0.2877767422841862	92.35	99.43	0.0	0.0	31456.547892920407	0.0	0.0	0.9984347994668322	78.25777540813154	31505.86088317266	78.25777540813154	0.0	1.3475641480908962e-05	1.3475641480908962e-05	9.665885551210823e-09	1394.14453125	1394.1445177743585
176	0.018496040493031614	0.2878529789391905	92.38	99.478	0.0	0.0	31480.112480744392	0.0	0.0	0.9991827424578638	86.96908832238172	31505.86088317266	86.96908832238172	0.0	-9.358869419884286e-06	-9.358869419884286e-06	-6.781672457183654e-09	1380.0238037109375	1380.023813069807
177	0.017440961698506726	0.28482702172826974	92.49	99.544	0.0	0.0	31493.00313233613	0.0	0.0	0.9995918933659929	127.46517902343209	31505.86088317266	127.46517902343209	0.0	2.6907239089268842e-05	2.6907239089268842e-05	2.0820298309715522e-08	1292.3560791015625	1292.3560521943234
178	0.01671002549918194	0.28364579036366194	92.31	99.552	0.0	0.0	31554.04981200526	0.0	0.0	1.0015295226818683	70.80439764576812	31505.86088317266	70.80439764576812	0.0	7.247968824231066e-06	7.247968824231066e-06	5.766049146358083e-09	1257.0078125	1257.0078052520312
179	0.016103887961886356	0.2835906211193651	92.4	99.558	0.0	0.0	31490.46047208089	0.0	0.0	0.9995111890086458	70.28888142701503	31505.86088317266	70.28888142701503	0.0	-3.523560326357256e-05	-3.523560326357256e-05	-3.0015625168737e-08	1173.90869140625	1173.9087266418533
180	0.015218110271118348	0.2881657258258201	92.53	99.592	0.0	0.0	31490.709046857297	0.0	0.0	0.9995190788034154	66.92239743644019	31505.86088317266	66.92239743644019	0.0	-9.422552693649777e-06	-9.422552693649777e-06	-8.110304955791697e-09	1161.800048828125	1161.8000582506777
181	0.015310376373556209	0.286760901613161	92.49	99.604	0.0	0.0	31525.514758866175	0.0	0.0	1.0006238164945371	68.46930724553653	31505.86088317266	68.46930724553653	0.0	-9.316111345469835e-06	-9.316111345469835e-06	-8.018403421681336e-09	1161.8411865234375	1161.8411958395488
182	0.01619668110238854	0.29101958075538276	92.48	99.546	0.0	0.0	31514.240889793346	0.0	0.0	1.000265982467572	59.078915613756415	31505.86088317266	59.078915613756415	0.0	-7.629660763086576e-05	-7.629660763086576e-05	-6.999632332917913e-08	1090.0087890625	1090.0088653591076
183	0.0138508099403698	0.2834023762587458	92.6	99.66	0.0	0.0	31574.377499801703	0.0	0.0	1.0021747260575773	118.79748882422552	31505.86088317266	118.79748882422552	0.0	1.7605535731490818e-05	1.7605535731490818e-05	1.6026351272313787e-08	1098.5367431640625	1098.5367255585268
184	0.013853599671390838	0.2915170513605699	92.38	99.64	0.0	0.0	31531.6008648195	0.0	0.0	1.000816990265471	76.93885654657434	31505.86088317266	76.93885654657434	0.0	-6.983310390751285e-05	-6.983310390751285e-05	-6.757195109858312e-08	1033.462890625	1033.462960458104
185	0.014152279761590763	0.29138232927769425	92.42	99.658	0.0	0.0	31548.647901104763	0.0	0.0	1.0013580653482463	70.58905543389918	31505.86088317266	70.58905543389918	0.0	1.2736874396068742e-05	1.2736874396068742e-05	1.2411619365487116e-08	1026.2056884765625	1026.205675739688
186	0.013911159747309285	0.2946871188399382	92.5	99.666	0.0	0.0	31505.975531348064	0.0	0.0	1.0000036389475542	56.44818671412717	31505.86088317266	56.44818671412717	0.0	-4.923970914205711e-05	-4.923970914205711e-05	-4.70889643800493e-08	1045.674072265625	1045.6741215053341
187	0.012943475850421236	0.28975997178000396	92.54	99.688	0.0	0.0	31491.04812697072	0.0	0.0	0.9995298412490023	121.82589649245823	31505.86088317266	121.82589649245823	0.0	7.006797773101425e-06	7.006797773101425e-06	7.046693481557803e-09	994.33837890625	994.3383718994522
188	0.012328490176718334	0.2911290529835969	92.47	99.714	0.0	0.0	31476.60303674945	0.0	0.0	0.999071352262625	55.605375664561	31505.86088317266	55.605375664561	0.0	-1.4313335555016238e-05	-1.4313335555016238e-05	-1.4852872682343687e-08	963.674560546875	963.6745748602106
189	0.012129347876238171	0.29168885841500014	92.58	99.74	0.0	0.0	31496.9180449078	0.0	0.0	0.999716153185021	64.57279485937636	31505.86088317266	64.57279485937636	0.0	-1.7327100295005948e-05	-1.7327100295005948e-05	-1.8423724598232598e-08	940.4776000976562	940.4776174247565
190	0.012321597215093788	0.2906584832863882	92.42	99.714	0.0	0.0	31522.788672573588	0.0	0.0	1.0005372901716192	54.32923436008789	31505.86088317266	54.32923436008789	0.0	-7.111770855772193e-06	-7.111770855772193e-06	-7.578846407955134e-09	938.3711547851562	938.3711618969271
