	Train Loss	Test Loss	Test Accuracy	Train Accuracy	first_gradient_norm_all
48	1.275693715171814	1.73201702709198	55.52	63.464	0.00011401946434119736
49	1.2569534303474426	1.6873056581497192	56.08	63.596	0.00010806366927340605
50	1.3464626126098633	1.7968939220428466	54.79	61.882	8.693962350747597e-05
51	1.1187095764160155	1.5968139636993408	58.26	67.17	0.00013802967853848713
52	1.3723020972442628	1.8363949241638184	53.45	61.524	8.897149711373231e-05
53	1.2252370420837402	1.669862741279602	56.68	64.538	0.00011418230002391283
54	1.3141283044433594	1.809716960144043	54.41	62.324	0.00013946866386049805
55	1.3324710668945312	1.798118968963623	54.27	61.924	0.00010920794645130627
56	1.2552088379669188	1.7090024866104125	55.21	64.168	0.00010068757082848379
57	1.2366648344802857	1.6752593448638915	55.83	63.962	0.00011348694740220822
58	1.2855332256317138	1.7725974422454833	54.75	63.098	9.2170886482279e-05
59	1.1902176511383056	1.676158646965027	56.63	65.216	8.584152800139577e-05
60	1.149386523590088	1.657720968055725	57.5	66.592	0.00014055974588700337
61	1.4204044033050538	1.9038879007339478	52.3	60.302	0.00011713665162460529
62	1.1780309551239014	1.644971302986145	57.03	65.562	0.0001070089064825197
63	1.2373936575126647	1.721570311164856	55.95	64.59	0.0001013269185250465
64	1.2109760020065308	1.7099621810913086	56.6	65.036	0.00015189779833590933
65	1.2372794913101197	1.7427854043960571	55.69	63.874	0.00010587353284563505
66	1.1859537054634095	1.7060567668914794	55.94	65.7	0.00011230361488401286
67	1.1818534001541137	1.6964039028167726	56.8	65.712	0.00016214247833090667
68	1.2375648902130127	1.7572076560974121	55.47	64.632	0.00010490615086666821
69	1.1909080490875243	1.6968821317672729	56.01	65.282	0.0001485973633350568
70	1.0405209908294677	1.546724930381775	59.31	69.138	0.00010850191304712098
71	1.0642757916259766	1.569469270324707	58.97	68.774	9.451396815052249e-05
72	1.062765993976593	1.572960438156128	57.97	68.498	0.00011028097276266635
73	1.2087352330207826	1.724536855506897	55.86	65.096	0.0001107457395903566
74	1.462301667137146	2.0607339694976807	52.9	61.268	0.00016324078924512264
75	1.2425993884277344	1.7797899442672729	55.26	64.746	0.00012580545393348075
76	1.0976212286567688	1.5932981967926025	58.39	67.768	0.00015715937391291845
77	1.2039248749542237	1.6984348138809204	56.85	65.242	0.00013176919808444154
78	1.3167015755081177	1.8491755039215088	54.56	63.422	0.0001381767272334855
79	1.097822148361206	1.6150185569763185	57.96	67.846	0.0001268023361262749
80	1.3360296747970581	1.819304298400879	53.26	61.964	6.464633543146192e-05
81	1.2116408227920532	1.7597117790222168	56.24	65.364	0.00011337689136325935
82	1.353813202018738	1.909819941520691	52.96	61.874	0.00012597171642880767
83	1.1580927667617797	1.6965147254943849	56.66	66.218	0.00012453092170972013
84	1.1303767555999755	1.644976694869995	56.98	66.73	9.519305163507852e-05
85	1.3093796840667724	1.8843982469558715	54.66	63.962	0.0001469004823064779
86	1.2096337182426453	1.7679712753295898	55.93	65.194	0.0001322443991966793
87	1.0041987377738952	1.5541411657333375	59.4	70.008	0.00014176239730545603
88	1.0786076361083985	1.6018508728027343	58.04	68.7	0.0001269937435210977
89	1.1042816022491455	1.6953156803131104	57.02	67.862	0.00015500298067649965
90	1.0092715698432921	1.5491358358383178	58.74	69.836	0.0001260672923990569
91	1.1497924996185303	1.7254853591918946	56.33	67.112	0.00014772258728612542
92	1.140247266998291	1.6863985502243042	56.74	66.414	0.00011789036966547428
93	1.1016757236862182	1.6613367843627929	57.95	67.92	0.00013196724370700963
94	1.2835421911239624	1.8286950889587403	54.73	63.806	0.0001551453506181133
95	1.403701622695923	1.9780579658508302	53.21	61.804	0.00016524022148445283
96	1.1171654521942138	1.6859610841751098	56.74	66.994	0.00013407919561814197
97	1.1530355122375489	1.712640645980835	57.21	66.62	0.00013955706271673307
98	1.4225680725097656	2.0047582593917848	53.54	61.614	0.00016546996653232782
99	1.0682520545768739	1.6242026453018188	57.99	68.676	0.00013634855490352038
100	1.0517612578201294	1.5817682197570802	58.84	69.354	0.00015667276947795017
101	1.1174444590377808	1.621961932373047	57.84	67.278	9.902630533531465e-05
102	1.1773756872177124	1.7532252492904663	57.16	66.344	0.00015776035638737085
103	1.0833889296150208	1.645133758354187	58.04	68.226	0.00013551939194655915
104	0.9633508919715882	1.528407601928711	59.56	71.164	0.0001556424996707051
105	1.2512412556648254	1.7935049043655396	54.79	64.372	0.000134810925118245
106	1.0606402779006958	1.6342313091278076	57.81	68.416	0.00015714088524987346
107	1.077080112876892	1.613492301940918	58.23	68.284	0.00015814429653460138
108	1.0722646791648864	1.6526946863174439	58.57	68.844	0.0001543127847867254
109	1.0857330839157104	1.632371660232544	57.99	68.076	0.00013036512314101856
110	1.1027615476226806	1.6670203506469727	57.38	68.108	0.00012676686858981157
111	1.024035965423584	1.5721684036254884	59.44	69.622	0.00014041918514351437
112	1.0227769764328003	1.5900762073516845	59.05	69.66	0.0001348693778879806
113	1.1074261782455443	1.637425196647644	57.45	67.562	0.00010508397191344443
114	1.0193670637512207	1.5949102125167847	59.14	69.754	0.0001598293619409219
115	1.1183190684318542	1.7018191396713256	56.84	67.358	0.0001322687192413241
116	1.1520760046195984	1.7094570518493653	56.12	66.504	0.00014768123213571016
117	1.104836092147827	1.7077842460632324	57.58	68.178	0.0001502643297612849
118	1.806837957725525	2.3889391563415527	48.81	56.16	0.0001572617345573235
119	1.0949282843399049	1.6820497732162476	57.39	67.848	0.0001437024626937955
120	1.1945693945121765	1.7697616720199585	55.81	65.878	0.00013663136695640787
121	0.5779727623844146	1.2012365982055664	67.24	82.344	0.00020105677869608485
122	0.5423647389221191	1.1946157076835633	67.75	83.464	0.0002076082312072458
123	0.5256985945796967	1.209861035346985	67.52	83.866	0.00022839072442870645
124	0.5014076458454132	1.1980715419769288	67.9	84.578	0.00025037927755278133
125	0.4951004767036438	1.2135570320129394	67.67	84.712	0.0002379020881710936
126	0.49001173154830935	1.2118068981170653	68.01	84.902	0.0002574910388375429
127	0.476902047662735	1.2302505529403687	68.0	85.116	0.0002716995651077525
128	0.4649929965496063	1.2297808908462524	68.22	85.574	0.0002818937839492719
129	0.460024719619751	1.2439448843002319	67.93	85.694	0.0002741462306792286
130	0.4505108972072601	1.2463910396575928	68.05	85.964	0.00024587607988646454
131	0.4495041696834564	1.2592942611694335	67.61	85.9	0.00023809016599152244
132	0.4464199666595459	1.2708214420318604	67.73	85.994	0.00027528451679792454
133	0.4281796233844757	1.2615085887908934	68.0	86.636	0.0002814729424009954
134	0.4282067220401764	1.2731695480346679	67.81	86.52	0.00028290857625279386
135	0.4226567084169388	1.2755751146316527	67.85	86.82	0.0002588584438640851
136	0.42077919605255126	1.2867857007980346	67.75	86.8	0.000264904110267139
137	0.419235755815506	1.3032790998458863	67.4	86.868	0.00025487252999312204
138	0.4142824998807907	1.3070886981010437	67.58	86.812	0.000290352632298152
139	0.40931466866016386	1.2988434280395509	67.65	87.052	0.00029874685514208466
140	0.40301280983924864	1.3129655279159547	67.68	87.124	0.00030620090469568595
141	0.40451948311805724	1.3091058834075928	67.51	87.126	0.000321534065037099
142	0.39608000427246093	1.3244128108978273	67.44	87.408	0.0003135532534770391
143	0.391921825709343	1.321784868621826	67.61	87.62	0.00028602244406883415
144	0.3869163196468353	1.3231283843994142	67.63	87.79	0.00030307100055182445
145	0.40439496457099916	1.3570882596969605	67.05	87.166	0.00030090314168873533
146	0.3872335508394241	1.348858486366272	67.35	87.512	0.00029457801698384856
147	0.37918571742534635	1.3346800629615783	67.63	87.992	0.000303813171768752
148	0.3799673728132248	1.3535937291145326	67.32	87.904	0.00027832814772743575
149	0.37772463722229005	1.3510341840744018	67.76	87.958	0.0003005334373877844
150	0.37338379138469696	1.3628247963905336	67.16	87.988	0.0003271559454134376
151	0.3825753818941116	1.399591212463379	66.79	87.728	0.00028659664195629375
152	0.3642602472257614	1.3662548370361327	66.99	88.342	0.0003217557710968322
153	0.36195837382316587	1.3671058757781982	67.14	88.376	0.0002924743398224905
154	0.36132871562957763	1.3795223644256591	66.94	88.418	0.0003414638393657299
155	0.3747931788730621	1.407499939918518	66.66	87.95	0.00030929587781969303
156	0.3564474178504944	1.3816318875312805	67.3	88.478	0.00031389196985287526
157	0.35707383296489714	1.4091728815078735	67.09	88.498	0.0003701266913012091
158	0.3498276727867127	1.3928879695892333	67.19	88.748	0.00031009834562922833
159	0.3548469064426422	1.396939596748352	66.88	88.654	0.0003127765624952872
160	0.35388901779651644	1.4106252141952516	66.73	88.468	0.0003248062530332163
161	0.3509044045305252	1.4257509191513063	66.77	88.618	0.000309815987463935
162	0.34749827857494353	1.4163970237731933	67.18	88.956	0.000345974194090104
163	0.34715144394874575	1.4206211099624633	67.19	88.84	0.00034226591915764715
164	0.3508085624599457	1.42060978679657	66.94	88.658	0.00030946631017680915
165	0.34484920330524443	1.4365099018096923	66.76	88.778	0.00031447083887314875
166	0.34375266952037814	1.4385277563095094	66.49	88.844	0.00035110848444031006
167	0.34197845021247864	1.460546987915039	66.54	88.872	0.0003296505320768972
168	0.3324442109584808	1.4604121021270753	66.42	89.316	0.00034355303883160104
169	0.3557386308002472	1.4850671234130859	66.46	88.462	0.0003272474096043254
170	0.34363459478378294	1.4721401094436646	66.22	88.98	0.00031578143094890265
171	0.29142510073661804	1.4127083686828614	67.23	90.698	0.00029501716446223014
172	0.2822303180408478	1.40160344581604	67.36	91.084	0.00035065558629554516
173	0.280941799120903	1.4051815557479859	67.28	91.142	0.000348124891860202
174	0.2790634846925735	1.408858938407898	67.26	91.094	0.0003271323144105054
175	0.277554199590683	1.403828740119934	67.18	91.274	0.00032615266275271004
176	0.276198194437027	1.4098223976135253	67.26	91.278	0.0003387466274253903
177	0.2723735689020157	1.4093055263519287	67.42	91.448	0.00033873359073766096
178	0.27145664515018464	1.4119492416381836	67.6	91.39	0.0003346374506421057
179	0.27254110136032106	1.4139956607818605	67.37	91.372	0.0003324595216134263
180	0.2681315132713318	1.4143908863067627	67.29	91.58	0.00031486787842993635
181	0.2672120633649826	1.4152674793243407	67.51	91.522	0.0003391493872584306
182	0.26731857207298276	1.409542594718933	67.54	91.534	0.0003408821127388606
183	0.2688612518978119	1.410097320175171	67.26	91.532	0.00034227198459158004
184	0.2698617453098297	1.4211850114822389	67.54	91.446	0.0003496231183675036
185	0.26701899311065674	1.4228167346954346	67.37	91.582	0.00035098542164391233
186	0.26438675213813784	1.409728002357483	67.43	91.742	0.0003324280086989262
187	0.2656854762411118	1.4220684804916381	67.38	91.684	0.0003733404834278531
188	0.26496941026210785	1.4233993202209472	67.53	91.652	0.00032963516771067347
189	0.265411989197731	1.4271099199295043	67.42	91.654	0.000371754020933146
190	0.26431509704113004	1.4222070253372192	67.46	91.676	0.00035901605461674535
191	0.26135590960502625	1.42701365776062	67.48	91.744	0.00032842534972488124
192	0.26153414553642274	1.4175490545272826	67.4	91.754	0.00033949843037461847
193	0.2626082988357544	1.4282835552215576	67.38	91.844	0.0003335203259709485
194	0.26526633911132813	1.4317295234680176	67.45	91.602	0.0003461677619887027
195	0.25942735819816587	1.4205544836044313	67.45	91.888	0.0003321187138765058
196	0.26150035799980165	1.4335744890213014	67.61	91.734	0.0003258830660879397
197	0.26201749859809875	1.4369274463653565	67.34	91.746	0.00034734383791468204
198	0.25989123912334444	1.4285547636032105	67.19	91.818	0.0003474177412972068
199	0.25721482788085936	1.4313756172180176	67.38	91.914	0.000356281323261598
