	Train Loss	Test Loss	Test Accuracy	Train Accuracy	first_gradient_norm_all
57	0.2872850470638275	0.4416812867641449	86.1	90.158	6.843838258419055e-05
58	0.3277887749671936	0.48390217280387876	84.68	88.812	8.381356929021422e-05
59	0.33006275532722473	0.4977826120018959	84.34	88.638	8.481052628894759e-05
60	0.3560940755271912	0.5291253692626953	83.45	87.724	8.708630939224804e-05
61	0.31976583139419557	0.4950059845924377	84.68	89.006	0.00012298725465598181
62	0.283144931344986	0.46679481468200684	86.12	90.462	0.0001190878326156053
63	0.5878725765800477	0.7735343585014344	79.07	82.568	0.00010967141463424923
64	0.4021205041980743	0.5681124241352081	83.56	87.124	0.0001309967182123728
65	0.3056351357698441	0.481046760225296	85.5	89.472	0.00012202148116102762
66	0.28758217101097105	0.4631814254760742	85.63	90.064	0.00010977642731546666
67	0.2653596627140045	0.43266076488494876	86.47	90.642	0.000100192386046416
68	0.25135353713989256	0.4029087178707123	86.91	91.264	8.676263865936562e-05
69	0.3243155980730057	0.5087615389823914	85.29	89.312	0.00011918764727170128
70	0.26513675512313845	0.4517061541080475	86.46	90.932	9.016198009703658e-05
71	0.42063381220817564	0.6044348188400268	82.21	86.274	0.00011989103609266749
72	0.3511916358375549	0.539496958732605	84.37	88.91	0.00010960185181829729
73	0.40231907900810243	0.5665426976203919	83.32	86.68	0.00011032985582914989
74	0.31979504371643064	0.5017872200489044	84.85	89.442	0.00011697135573740525
75	0.28739220596313475	0.45494629139900206	86.17	90.162	0.00010007888573682067
76	0.2889342920398712	0.4613558103084564	85.74	89.98	0.00011954132250480143
77	0.3230131913471222	0.5068367562532425	84.98	89.092	0.0001076819125955808
78	0.27538233711242677	0.44355635108947755	85.79	90.186	0.00010274415870981102
79	0.2756909740972519	0.448383456325531	86.29	90.406	9.796073175039055e-05
80	0.26903184158325194	0.44222173624038696	86.09	90.428	9.695425660538604e-05
81	0.2811076100063324	0.46346115446090697	85.89	90.36	0.0001164595953468961
82	0.24356128661155702	0.41173799567222596	87.01	91.682	0.00010985236480109961
83	0.2432966757965088	0.4062010783672333	87.38	91.666	0.00011020825286323088
84	0.24811937101364137	0.4214201141357422	87.15	91.238	8.690999482041661e-05
85	0.27024075091838834	0.4384196716308594	85.96	90.62	9.826798475387477e-05
86	0.2854431872558594	0.47320553793907166	86.04	90.446	0.00011865027317981003
87	0.25323187562942506	0.4057310761451721	87.28	91.24	0.00011828788956336211
88	0.25124975282669065	0.4264398772537708	86.85	91.12	0.00012715641554450485
89	0.2500771504831314	0.431883083486557	86.69	91.316	0.00010118174031958915
90	0.30824160639762876	0.47933335189819337	84.92	89.408	0.0001221661377996952
91	0.3225444772052765	0.4995512354373932	84.9	89.314	0.00010460976102422137
92	0.2238252486228943	0.3822459369659424	87.92	92.124	0.00010156070180755705
93	0.33723904457092285	0.5213483385324478	84.65	88.634	0.00010447003006675004
94	0.2381558187484741	0.4162623685836792	87.28	91.712	0.00014051808312842695
95	0.32344943878173826	0.5207724894523621	85.1	89.2	0.00010540301389028173
96	0.31442949287891386	0.5152173670768738	85.19	89.5	0.00011942722949243034
97	0.19585192475318908	0.3717635246276855	88.23	93.194	0.0001302388455712844
98	0.2695195633506775	0.4765720544338226	86.71	91.18	0.00015652772981411545
99	0.20266049347400666	0.37315563042163846	87.98	92.812	0.00012365695795324427
100	0.25366360397815707	0.4331017830133438	87.24	91.27	0.00012287918053743851
101	0.21365703394889832	0.3805774606704712	87.81	92.546	0.00012011068804440583
102	0.2830514714097977	0.4654045611381531	85.89	90.13	0.00011341581370061249
103	0.2596572030067444	0.4251390657901764	86.61	91.156	0.00011123021515402343
104	0.2569575859832764	0.4422182044029236	86.5	90.99	0.00012230979785954332
105	0.24442491888046264	0.42609582340717317	86.85	91.44	0.00013355605506149004
106	0.23576302691936493	0.4132851756095886	87.39	91.65	0.00011487985506164478
107	0.3244803172111511	0.5515087451934815	84.74	89.452	0.00012605748258920357
108	0.2485546060705185	0.44092291102409364	86.77	91.412	0.00013507739012652564
109	0.34664802891254426	0.5366980744361878	84.52	88.498	0.00013933894581441564
110	0.24175229306221008	0.41630691828727723	87.37	91.404	0.00013800896050497613
111	0.2470082370376587	0.41316564984321597	86.8	91.28	9.223152216009112e-05
112	0.27580849271774294	0.47670703315734864	85.98	90.63	0.00013161789115656575
113	0.23543079793930052	0.41604453916549683	87.29	91.908	0.00010314469420791283
114	0.20613977404594422	0.3866452210903168	88.07	92.738	9.999094288559718e-05
115	0.4490959110641479	0.6719227299690247	82.33	86.446	0.00012678137882460305
116	0.207868355550766	0.39238634204864503	87.55	92.536	0.00011970451348375377
117	0.279169250831604	0.4524728009223938	85.97	90.388	0.00012044279378642386
118	0.3925493698501587	0.5744971757888794	82.83	86.734	9.926760125011924e-05
119	0.27418432384490965	0.4585219800949097	85.91	90.474	0.00013571798871225838
120	0.23216666990280152	0.40131785821914673	87.23	91.794	9.190541800307983e-05
121	0.0844229551768303	0.26368952598571777	91.74	97.082	0.0001622859002239352
122	0.07291207994937897	0.26504818773269656	91.99	97.5	0.00018257654714659566
123	0.06601037641525269	0.268527513217926	92.14	97.74	0.00019554144935973738
124	0.06411599461317062	0.26810020179748534	92.1	97.744	0.00018279248630648226
125	0.05686120823383331	0.26679934005737305	92.33	97.972	0.00022065069015875238
126	0.05418445270299912	0.27176144075393677	92.37	98.104	0.00023182559098167133
127	0.05018233892798424	0.2707922267913818	92.35	98.284	0.00022786433173926923
128	0.047406763105392456	0.27480865058898923	92.03	98.428	0.00022506567989921678
129	0.0462876425909996	0.2824950083732605	92.11	98.396	0.0002190862700128804
130	0.042951094881296156	0.27926001138687134	92.14	98.504	0.00025110676229900264
131	0.04222331476688385	0.2856666681289673	92.03	98.574	0.0002627357446058909
132	0.0406602797549963	0.27984311056137084	92.02	98.614	0.0002463231971780999
133	0.037802441086769105	0.27889632148742677	92.13	98.722	0.0002766736949286752
134	0.03598659965157509	0.28656418342590334	92.21	98.768	0.0002850211514111578
135	0.0343062913864851	0.2905356017112732	92.23	98.818	0.0002776010837539644
136	0.03284529042005539	0.2826888436317444	92.21	98.934	0.000283817858568014
137	0.033788332333564756	0.29150895833969115	92.35	98.872	0.0002862226349549246
138	0.030895571060180663	0.29293210945129394	92.3	98.976	0.00026480712377718874
139	0.03117218456506729	0.2951601779937744	92.12	99.004	0.00028707153598261925
140	0.03079716066598892	0.301531946182251	92.26	98.996	0.0002983494455008895
141	0.03036696842610836	0.3068392086982727	92.0	98.99	0.00028334974269483837
142	0.030000662706494333	0.3081453951835632	92.03	99.044	0.0002744049279783667
143	0.02761243575692177	0.305400572681427	92.23	99.106	0.00030834185118955304
144	0.027111087802350522	0.3164784673690796	91.88	99.084	0.0003028395586568422
145	0.027094813727140427	0.316733158493042	92.19	99.096	0.00030453180042666617
146	0.02586981384754181	0.31259130697250365	92.07	99.166	0.0003212438284272423
147	0.024729749802350997	0.31929339237213133	92.15	99.196	0.0002884911548619584
148	0.028851590344905854	0.3180908185958862	91.95	99.036	0.00025277617655650175
149	0.02373116980224848	0.3170915976524353	91.86	99.256	0.0002977404273281081
150	0.022613591438531876	0.3160077030181885	92.1	99.294	0.0002836745105057048
151	0.021422905542850493	0.32371254653930664	91.95	99.33	0.0002874878633356559
152	0.02265819850668311	0.3297438286781311	92.09	99.24	0.00029004036353708074
153	0.021132075720727443	0.32894637804031374	91.73	99.326	0.0002974825266219838
154	0.01994378700196743	0.32769614715576173	91.84	99.374	0.0003040999941177347
155	0.025211291428506373	0.34951528577804564	91.65	99.14	0.00029194469475868345
156	0.023950249160826206	0.340016971206665	91.63	99.194	0.0002999514582917584
157	0.021201336319446564	0.34113024787902835	91.87	99.322	0.00030758644953010617
158	0.02181464111864567	0.3434287346839905	91.77	99.274	0.0002973246173709754
159	0.018948493544459342	0.3243029859542847	92.03	99.444	0.00031283648938718045
160	0.01921110709965229	0.33767897176742556	91.87	99.37	0.00030850999916154365
161	0.02065176822781563	0.3356343405723572	91.93	99.308	0.00030406221687684365
162	0.01886231120660901	0.34242800607681273	91.8	99.42	0.00030575704907320755
163	0.019148720405399798	0.3395738214492798	91.86	99.334	0.0002997715236716658
164	0.017224474855959414	0.33815698680877687	91.78	99.488	0.00031848306185366937
165	0.01944989039927721	0.3432021819114685	91.85	99.37	0.0003077717833583904
166	0.019515223682075738	0.3462689195632935	91.94	99.338	0.00032608508197995434
167	0.019711403996646403	0.346133974647522	92.11	99.376	0.0003143403297798386
168	0.017497263822257518	0.3461491612434387	92.19	99.412	0.0003067045393621015
169	0.019310531318187715	0.3613212317466736	91.78	99.356	0.0003075231877893714
170	0.016891709251105787	0.346590661239624	91.93	99.472	0.0003170592551193785
171	0.012834103744328022	0.333478280544281	92.24	99.634	0.00031606005305206963
172	0.011993453274518251	0.3322754702568054	92.34	99.67	0.0003158326455281468
173	0.011390759319365024	0.33277512407302856	92.35	99.694	0.0003149099404797795
174	0.011774340033754707	0.3362997611999512	92.2	99.678	0.0003041643611717548
175	0.010905221639797092	0.3342449899673462	92.31	99.706	0.00031126113021962
176	0.010401822731122374	0.3369392810821533	92.22	99.732	0.000295369331520412
177	0.010410823641866445	0.3349864333152771	92.22	99.732	0.00030946023869660166
178	0.010198528227508068	0.3342959087371826	92.38	99.754	0.0003176739467285472
179	0.010227749167978764	0.3352254606246948	92.26	99.718	0.0003193967614656401
180	0.009591801214069128	0.3347303358078003	92.37	99.764	0.00032986774408172437
181	0.009491050656288863	0.3357709485054016	92.33	99.782	0.0003215883884188919
182	0.00938809223279357	0.3336771028518677	92.34	99.78	0.0003154286252411431
183	0.009274950634092092	0.3333497031211853	92.25	99.756	0.0003195297974807332
184	0.008821125643104315	0.33301393280029296	92.28	99.792	0.00032443873489285124
185	0.0094571932387352	0.33700712890625	92.26	99.778	0.00030915390073005256
186	0.008929645732045174	0.33493906955718994	92.36	99.79	0.00032048732098033383
187	0.0093822551086545	0.34026444969177244	92.31	99.788	0.00032435366979832736
188	0.008834279250055551	0.33584255638122557	92.35	99.806	0.0003192075331297506
189	0.00915603575900197	0.336817244052887	92.16	99.786	0.00031762505259180784
190	0.008979500050842762	0.3391336745262146	92.28	99.774	0.0003184492423020657
191	0.008618312027901412	0.3366071406364441	92.28	99.802	0.00032905654015191743
192	0.008608287333101034	0.33426284561157227	92.3	99.802	0.0003290698241800172
193	0.008800080891400575	0.3373514078140259	92.37	99.778	0.00031975940373119016
194	0.008537855231761933	0.33592002754211425	92.39	99.806	0.0003271432627089954
195	0.008553416208475828	0.3400399793624878	92.25	99.792	0.00033498105678830825
196	0.008386133991330862	0.33795146570205686	92.36	99.806	0.0003175924157652332
197	0.00839801777869463	0.3389906036376953	92.42	99.814	0.00031148213337583996
198	0.008434807628989219	0.33859332494735717	92.26	99.8	0.0003226729953880181
199	0.008590328812897206	0.3378438811302185	92.37	99.794	0.00031470314780612796
