	Train Loss	Test Loss	Test Accuracy	Train Accuracy
0	3.919141699371338	3.916942079925537	9.99	9.978
1	3.060750744934082	3.0728385593414305	14.64	14.786
2	2.1673136631774903	2.163818611907959	19.84	19.756
3	2.1835417750549317	2.172668330001831	22.67	22.8
4	1.8690199706268311	1.859214136505127	29.41	28.684
5	1.982121876373291	1.971721960258484	28.53	28.334
6	1.9153427416992188	1.9078419422149657	28.97	28.426
7	1.6725561658477783	1.6548218120574951	37.65	37.306
8	1.6388994131851196	1.6223028522491456	38.77	38.034
9	2.111160021438599	2.1028522960662843	27.3	26.642
10	1.7355492681884765	1.7385583457946778	36.32	36.68
11	1.7701712656021118	1.766455435180664	36.34	36.55
12	1.8358083892440795	1.826994277381897	39.65	39.486
13	1.695154421043396	1.6763111043930055	39.4	39.662
14	1.7638963565063477	1.7921427770614624	39.63	40.508
15	1.5463305486679078	1.5520831796646117	43.07	44.2
16	1.4985222538375855	1.5172707260131837	48.17	48.54
17	1.3752807126235962	1.3842167602539062	50.66	51.25
18	1.4732547052001954	1.4810780923843383	48.26	48.354
19	1.7503512602996827	1.742932877922058	43.9	44.734
20	1.338060301322937	1.336966219520569	52.24	52.788
21	1.4708749048614502	1.480624051475525	50.52	50.27
22	1.3507969567108153	1.3430549726486205	54.6	55.002
23	1.166529241104126	1.1765016008377076	58.34	58.69
24	1.3767592153549195	1.3656712581634523	54.99	55.218
25	1.132019493865967	1.1301612424850465	60.1	60.81
26	1.2950343703079223	1.3006776824951172	56.92	56.952
27	1.4308335750579835	1.4498197902679444	54.24	54.526
28	1.192563888015747	1.207330228614807	59.07	59.594
29	1.406493622932434	1.4456120906829835	53.35	54.652
30	1.1797222478485108	1.210451538848877	58.66	59.532
31	1.2738669523239137	1.295513634300232	56.31	56.442
32	1.0587690611267089	1.0787803842544557	62.06	62.866
33	1.1512920658111572	1.168142039680481	60.33	60.598
34	1.0529753205871581	1.0812964241027831	64.62	64.918
35	1.1387211715698242	1.1642919282913209	60.66	61.346
36	1.0211753029632569	1.0376766464233398	64.82	65.348
37	1.1638917745208741	1.1799021862983703	59.63	59.716
