	Train Loss	Test Loss	Test Accuracy	Train Accuracy
0	3.5579256689453125	3.551898553466797	9.48	9.498
1	3.195902251434326	2.951175581741333	18.07	17.934
2	2.156231728668213	2.112197758293152	21.24	21.156
3	1.8933187085723877	1.8722525688171388	26.99	26.728
4	1.845197385597229	1.8316181182861329	31.55	31.13
5	1.7938973315429687	1.7838721895217895	33.72	32.986
6	1.8018989470672608	1.7900851593017577	34.32	34.166
7	1.8117737269592284	1.8245843507766724	34.22	33.86
8	1.6743440900039672	1.679351275253296	39.3	39.262
9	1.7057109941864013	1.699104799079895	38.88	38.354
10	1.8264265991592408	1.8358398229599	37.21	37.28
11	1.5589793530654907	1.5610003507614136	42.24	42.56
12	1.5814026317596435	1.5789508028030395	44.21	44.66
13	1.5967474239730834	1.5977042428970336	45.44	45.45
14	1.5630137729644775	1.5747736898422242	45.3	45.804
15	1.4411137539672851	1.445564607810974	49.28	49.294
16	1.581481346168518	1.592791228866577	44.88	45.266
17	1.4243414166641235	1.4427619129180909	50.46	51.084
18	1.7131369247055053	1.7333931533813476	43.93	44.29
19	1.4708880472564698	1.4976869117736817	45.81	47.458
20	1.2833716011810303	1.3033901523590088	55.09	56.02
21	1.6909532539749146	1.70609823513031	46.52	46.584
22	1.682178759803772	1.7183780029296876	44.48	45.476
23	1.336527250289917	1.3542989406585693	52.28	53.006
24	1.1168097456741333	1.1500158786773682	60.02	61.234
25	1.2182975258636475	1.2359475421905517	60.29	60.96
26	1.3687726976013184	1.3953604705810547	53.7	54.062
27	1.1585264604568482	1.1820763157844543	59.6	60.114
28	1.0152161268806457	1.0238519174575806	63.55	64.048
29	1.2821812238311767	1.2938105047225952	58.67	59.078
30	1.266271784439087	1.2981897954940795	55.34	56.218
31	1.2622767342376708	1.2748050718307495	56.26	56.682
32	0.9825992849349976	1.0092433155059815	63.82	64.962
33	1.1966897309494018	1.2178846668243408	59.32	60.292
34	1.1815673627090455	1.2028149728775024	60.86	61.18
35	4.13065488822937	4.168483431243897	37.59	38.138
36	2.4139441651153564	2.4474178216934206	29.26	29.886
37	1.258777387046814	1.2913508502960205	55.83	56.838
38	1.1486849501037597	1.1639413848876954	59.76	60.188
39	1.0219154542541504	1.0516753604888915	64.1	65.248
40	1.412295616569519	1.4378579984664916	52.61	52.908
41	1.090851825389862	1.1113412261009217	62.82	63.108
42	1.0883925476837157	1.0980387706756591	61.34	62.036
43	1.2218017433166504	1.2381191003799439	60.95	61.78
44	0.9340277478408814	0.966872664642334	66.52	67.852
45	0.8990722208786011	0.9172714203834533	68.09	68.578
46	0.8846931524276733	0.9194854455947876	69.35	70.552
47	0.9351040224075318	0.971727447128296	67.3	68.034
48	1.0266242620658874	1.0626416244506836	66.21	67.044
49	0.8140393516731262	0.8467468150138855	70.43	71.582
50	0.8372633514022827	0.8677809496879577	69.73	70.848
51	0.8911573875617981	0.9227838335037232	68.92	69.672
52	1.0155157432937623	1.0571790183067322	65.1	65.932
53	1.0753628245162963	1.1199893981933593	64.81	65.878
54	0.9383726426887512	0.9555440242767334	67.72	68.144
55	0.8686730644798278	0.90347429895401	69.4	70.344
56	0.8508858643722534	0.8794456632614136	70.5	71.388
57	0.9387474205398559	0.9697082304954528	68.33	68.826
58	0.997845484161377	1.0314733474731446	67.42	67.86
59	0.8083143288993836	0.8457211930274964	71.46	72.144
60	0.8312513890266419	0.8750186190605164	70.95	71.554
61	0.9053521898078919	0.9311135033607483	69.35	70.716
62	0.7468510076713561	0.7836510147094726	72.95	74.166
63	0.9108281653213501	0.9595629318237304	68.21	69.216
64	0.7314988873291015	0.7710032769203186	73.37	74.784
65	0.7834907076072692	0.833751043510437	72.43	73.454
66	0.7479072523880005	0.7993231135368347	73.2	74.616
67	0.9613062141227722	0.9999313795089722	67.62	68.556
68	0.7523840734481811	0.7970221384048461	72.59	74.254
69	0.7006337241744995	0.7589917643547058	74.41	76.15
70	0.9650557213973999	1.0145234714508056	67.2	68.158
71	0.8149350095367431	0.8547206727981568	72.08	73.198
72	0.6619169757843018	0.7113465579032898	75.67	77.204
73	0.7789650726318359	0.8255557775497436	72.47	74.052
74	0.7456255083656311	0.7909448870658875	74.02	74.998
75	0.6908195959663391	0.7404602053642273	74.53	75.97
76	0.615124873123169	0.6686910430908203	77.22	79.02
77	0.7835773795127868	0.8440375686645508	72.4	73.908
78	1.2601819492340087	1.343453973197937	63.76	65.496
79	4.321441700286865	4.180430821609497	23.78	23.894
80	1.6131790841674805	1.6098742156982422	38.73	39.106
81	1.4054843613052368	1.4035203628540038	50.11	50.574
82	1.274521244392395	1.3033363662719726	54.86	55.59
83	1.2647075872039795	1.298309555053711	56.69	57.648
84	1.1450938564682007	1.1781009472846984	58.14	59.99
85	1.2765519515228272	1.2954391322135925	58.05	58.588
86	1.1561346743011474	1.2053877531051636	58.76	59.418
87	1.0116844289398192	1.0503962924957275	65.29	65.744
88	0.9107566560745239	0.9547463298797607	67.64	68.708
89	0.9945755452346802	1.0194796016693115	65.95	66.55
90	0.8621350261306763	0.898906068611145	69.84	71.0
91	0.8450086720085144	0.8821248104095459	70.65	71.254
92	0.8391987911224366	0.8906404269218445	70.62	72.036
93	0.7821681696701049	0.8205694437980652	72.15	73.338
94	0.8091087042427063	0.8544510947227478	71.83	73.022
95	0.7675167271232605	0.8042548470497132	73.24	73.912
96	0.8900805902481079	0.9432722047805786	69.35	70.508
97	0.9183799370002746	0.9660435443878174	68.8	70.624
98	1.5547695430755615	1.611888151550293	60.33	61.196
99	0.8957119523620606	0.9325067512512207	69.26	69.986
100	0.7952171985816956	0.8396262321472168	72.13	73.182
101	0.6970805794143676	0.7487006219387055	75.23	76.792
102	0.8158111664772034	0.8535364947319031	71.91	73.198
103	1.3770667916107178	1.4487758289337158	60.73	61.724
104	0.8621319203567505	0.9179612146377564	70.61	72.194
105	0.6478634235191345	0.6902789253234863	76.57	77.598
106	0.7894958410835267	0.8342527500152588	73.51	74.676
107	0.625987265663147	0.6774458513259888	77.4	78.86
108	0.6434439830207824	0.698032429599762	76.7	78.076
109	0.587784305152893	0.6390586234092712	77.94	79.806
110	0.7362433136749268	0.7942142634391784	73.89	75.112
111	0.6476956787490845	0.7101250200271606	76.02	77.334
112	0.6359885277938843	0.6963714282035828	76.74	78.492
113	0.8637518306350708	0.936139771270752	71.19	73.03
114	0.6959458124923706	0.7494875211715698	75.35	76.832
115	0.8813251546669006	0.9407090181350708	71.12	72.516
116	1.083961152496338	1.1126442224502564	64.17	64.866
117	0.7718318333435059	0.8080277517318726	73.38	74.22
118	0.7910502634239197	0.8331226452827454	72.58	73.578
119	0.7018008150863647	0.7517556612491607	74.67	76.426
120	0.6863857049179077	0.738733297920227	75.06	76.476
121	0.565241151561737	0.617972815322876	79.01	80.536
122	0.5428089061927796	0.5984747499465942	79.87	81.274
123	0.533248464012146	0.5932086983680726	80.06	81.63
124	0.5417789384269714	0.6014403065681457	80.17	81.408
