	Train Loss	Test Loss	Test Accuracy	Train Accuracy
0	4.397434839401245	4.385159116363526	9.99	9.992
1	2.9980660607910155	2.9995592918395997	23.91	23.194
2	2.166111772766113	2.169955534172058	22.79	22.252
3	2.119734083862305	2.1017994007110596	25.9	24.772
4	2.7316339125823976	2.7131609735488893	25.85	25.436
5	3.5447572786331176	3.5178001777648924	21.49	21.91
6	1.7385379460906982	1.7601939888000488	36.53	37.354
7	1.8059984058761596	1.8079940696716308	36.53	36.946
8	1.6235539086723327	1.6525316780090331	41.05	42.008
9	2.37187070895195	2.368724463558197	32.1	31.964
10	2.1087410847187043	2.1003458853721617	33.96	33.796
11	1.8115129099273681	1.8188863243103028	36.83	37.048
12	1.3256069734954834	1.3364513219833374	51.02	51.544
13	1.5718384632110596	1.5880335075378418	43.44	44.712
14	1.342493726043701	1.3665794708251953	50.06	50.84
15	1.2809271808624267	1.3048820605278015	52.4	53.32
16	1.8691178087234497	1.880625308418274	40.45	40.878
17	1.661322904510498	1.683337897491455	47.2	47.724
18	2.3046612293243407	2.3192964262008666	37.06	37.32
19	1.7095263481903076	1.745926015472412	44.04	44.898
20	1.3117321210098267	1.3491292883396149	51.81	51.894
21	1.32011019241333	1.3530568254470825	53.83	55.288
22	1.0711712161064149	1.1093325408935546	60.73	61.83
23	1.054451867904663	1.1041234539031983	59.96	61.91
24	0.9819093607711792	1.0351533507347106	63.64	65.376
25	0.9797256941795349	1.029889977455139	63.83	65.168
26	0.9391175199079513	0.9891581665039062	66.1	67.368
27	1.1275380031204223	1.1970546766281127	60.19	62.31
28	1.5985634846878052	1.639310046863556	53.96	55.092
29	0.9205195773124695	0.9678021364212036	66.3	67.77
30	0.8964083335113525	0.9654541664123535	66.94	68.544
31	1.1694880999088286	1.258843894481659	60.53	62.598
32	0.9159596104240417	0.996049509525299	66.87	68.938
33	0.8531744042396545	0.9206622190475464	68.76	70.274
34	0.9225850779294967	0.9812039267539978	65.77	67.788
35	0.9512011151313782	1.0395318700790406	65.99	68.304
36	1.1389569912481308	1.2138933370113372	61.73	63.92
37	1.4124161775058508	1.4798098147392273	57.56	58.842
38	1.0941689350509645	1.1671393918991089	60.97	62.978
39	1.1195141051101685	1.2103192163467407	61.13	63.672
40	1.0059864256191253	1.0644134878158569	62.8	64.896
41	0.8473800689315796	0.9222163660049438	68.62	70.69
42	0.8822210129737854	0.9608739252090455	67.03	69.686
43	0.7965589810371398	0.8784787690162659	70.85	72.898
44	0.7543723046398163	0.8348276781082153	71.0	73.688
