	Train Loss	Test Loss	Test Accuracy	Train Accuracy	first_gradient_norm	first_gradient_norm_wt	first_gradient_norm_wt_scaled	first_gradient_norm_wt_rel	loss_error	loss_error_wt	loss_error_wt_scaled	loss_error_wt_rel
0	3.9221422913360597	3.9201483489990236	9.99	9.982	28244.471967622077	2513.0363181462626	28410.59397713892	0.08013026444217246	192109.59375	11207.765625	192995.703125	0.0525706484913826
1	3.811987293243408	3.844483780670166	17.47	17.5	7888.808068193585	821.8791078812785	7867.7488018640015	0.09455406886054547	205903.703125	21646.390625	206240.53125	0.09546326845884323
2	2.1975527880096437	2.1949219539642333	18.13	18.06	1807.6634124771106	183.67402082779617	1835.2683940207712	0.09041943730720645	100239.515625	129.046875	100598.9765625	0.0011546547757461667
3	1.901614919128418	1.8971692697525024	28.74	28.344	1451.1326466784762	245.88525504472778	1596.9325446225232	0.13992264786458944	84529.53125	935.1484375	85657.109375	0.009836352430284023
4	1.8764174032211303	1.869821213722229	28.04	27.26	3695.5805083440373	226.10040861477384	3526.0378175547357	0.05765023341171206	84562.640625	1026.1484375	85205.40625	0.01085197739303112
5	1.7614069565200805	1.7490132814407349	33.53	32.716	4806.920501016025	395.5218120560439	4672.320817525483	0.07661355146281143	81295.9453125	1438.4140625	82160.1796875	0.015784326940774918
6	1.772789197616577	1.7658873878479004	33.4	32.508	4637.772362560255	355.2096266384681	4709.8110729233085	0.06757262075198299	76927.0546875	2204.9921875	78028.8515625	0.025504883378744125
7	1.7275504445648193	1.7159730669021607	37.47	36.73	4754.583802960426	477.46148545235235	4747.63548006316	0.09097363188608559	78210.671875	3105.1640625	79402.203125	0.035334277898073196
8	1.8536116342926026	1.854948494529724	34.88	33.83	7826.387292192423	352.03531006263466	7825.329099225028	0.04050463479385683	85802.0703125	2451.046875	86619.328125	0.025539357215166092
9	1.984301984939575	1.9857558925628662	32.47	32.698	7068.3675218694125	521.7487744089376	7176.923127926973	0.06559450336188721	81339.25	4724.828125	82937.1796875	0.05156564712524414
10	1.788346194152832	1.774023006439209	37.65	37.822	9512.94105505884	271.99979869616976	9508.096269644993	0.025716699054111353	86396.640625	3255.3515625	87734.1484375	0.03351862356066704
11	1.7819428018569947	1.7886068058013915	38.9	39.164	7141.520224781902	268.1165321246222	7085.666574205729	0.03405372846324421	78283.453125	4521.0859375	79510.609375	0.051467929035425186
12	1.6035355838775636	1.6039384157180787	43.82	44.106	4962.65736565672	463.2706975493569	4955.709897404827	0.08441008008318995	70077.0078125	5201.3984375	71758.8359375	0.06571229547262192
13	1.8252820529937743	1.8162656589508057	37.04	36.49	8356.617982417274	444.03621650247993	8344.642435923128	0.04781686943993687	79109.5078125	3531.0390625	81032.8671875	0.03938949480652809
14	1.7659693709564208	1.7605792123794555	41.35	41.312	9107.777727713164	230.09204204395724	9067.65734645474	0.02282111176065944	81343.5546875	4230.2421875	82782.6875	0.046226728707551956
15	1.763225955505371	1.763835158920288	41.68	41.916	8558.943188732053	492.66149861210596	8649.25693254318	0.051336968637522976	74135.984375	4279.6171875	76178.96875	0.05084626004099846
16	1.491037535018921	1.5006529914855957	49.41	49.872	4948.781324573262	499.0579285093823	4972.8478504081595	0.09073674534736086	61637.22265625	5538.703125	63880.6953125	0.0787159726023674
17	1.3469360414886475	1.3786982053756713	51.26	52.674	4052.791302789229	200.52408407096186	3997.97455271379	0.045160148433207044	58528.19921875	2991.84765625	60433.90234375	0.04477717727422714
18	1.2488879553985597	1.2607224014282226	54.21	54.832	3885.59076245061	435.3019115384517	3905.3404394567215	0.1009284532059565	55368.9921875	3723.0703125	57211.78125	0.05895134061574936
19	1.3519799503326415	1.365877801322937	52.89	53.242	5435.277428026549	169.1082221237077	5521.681723268815	0.027546179340249895	57457.6328125	4343.92578125	59494.03125	0.06619635969400406
20	1.2730555889129638	1.2870252418518067	54.83	55.52	4537.137446544953	449.44477676641503	4484.895410740735	0.09090167646704504	53118.984375	3888.7421875	55146.4296875	0.06391570717096329
21	1.325644966659546	1.3428216375350952	53.13	53.656	5663.760489209731	310.98331200921314	5726.257145126481	0.04905539680814648	56653.63671875	4034.53515625	59056.1953125	0.06190812960267067
22	1.6196618896102906	1.638596746826172	50.12	50.648	8036.136336252623	299.9770676681094	8052.351037666748	0.033495636787648164	64891.3359375	5878.1875	67183.6328125	0.07943995296955109
23	2.1033801122283937	2.1454570713043215	42.05	42.826	7958.4212699739055	719.2274193941057	7983.508281925072	0.08125025653696977	82412.9609375	9596.1875	85236.6015625	0.10247837752103806
24	2.3523802745056153	2.372218515777588	37.1	37.282	11138.233571005341	672.3778565313703	11256.799475818874	0.05394300710178817	91882.109375	8658.296875	94457.09375	0.08326062560081482
