	Train Loss	Test Loss	Test Accuracy	Train Accuracy	first_gradient_norm	first_gradient_norm_wt	first_gradient_norm_wt_scaled	first_gradient_norm_wt_rel	loss_error	loss_error_wt	loss_error_wt_scaled	loss_error_wt_rel
154	1.5958746215057373	1.8228789751052856	52.7	57.41	388.10501168460513	239.60401553872327	386.38595790518195	0.5684873622705189	66708.4921875	12311.5	71887.4609375	0.1568203866481781
155	1.5943833177948	1.822626124572754	53.09	57.782	358.817519824774	228.68225259932439	359.37712099786506	0.5837352357352302	66552.5859375	12818.3828125	71858.1875	0.16346190869808197
156	1.6079701214599609	1.834387928390503	52.52	57.354	491.9914577982167	242.52270613645092	499.62528302130784	0.44386937562064044	67156.109375	13063.7890625	72516.5234375	0.16510863602161407
157	1.5975217388153076	1.8258397520065308	52.81	57.442	473.78682618237536	230.60706076643993	472.35572355105853	0.44807164371099084	66964.96875	12980.265625	72207.7421875	0.16474807262420654
158	1.5891475048828125	1.8172523363113404	52.88	57.538	418.76147868690873	241.65844510368913	420.7749424892697	0.5190756964397266	66774.9765625	11927.9140625	71962.328125	0.1516912877559662
159	1.5862961520767211	1.8148077390670776	53.38	57.76	424.2617686206937	233.70218906288378	423.869652947153	0.5095398074163691	66613.4765625	12908.390625	71782.703125	0.16480699181556702
160	1.578577268295288	1.8060929418563842	53.29	57.918	388.3696659280831	245.02284414482943	378.86592069732404	0.5931476660550681	66115.375	12852.61328125	71503.6875	0.16473384201526642
161	1.5897274261856078	1.8223083881378175	52.84	57.676	385.0240681362683	257.76544542974347	384.7737086782564	0.6154764739170243	66289.9921875	12175.96875	71473.3515625	0.1559782773256302
162	1.5706179430770875	1.7996157123565675	53.59	58.056	417.0111028272266	257.7723987149965	422.1916147210592	0.5606135453914045	66349.3203125	12154.8046875	71489.5234375	0.15566663444042206
163	1.5807696239852904	1.8133154275894166	53.32	57.896	427.6548075221208	209.05628163631306	423.1250291530723	0.45168089719329657	66068.0703125	12149.3828125	71322.4296875	0.1559668481349945
164	1.5690348138427734	1.8016295518875123	53.6	57.982	377.25695083103255	200.7074879516534	368.4815740269623	0.4982304099339597	66197.9453125	13677.7109375	71489.59375	0.17555077373981476
165	1.5879557211303712	1.8249820377349852	53.08	57.77	454.8471324557752	231.99925862258434	455.89289740530876	0.4658137623544332	66387.5703125	13772.8046875	71721.4921875	0.17621243000030518
166	1.5986502602767945	1.8332715728759765	52.95	57.568	592.3377924077231	259.89406917087643	598.170902410126	0.3986954579128452	66718.8203125	13718.2890625	72063.6796875	0.17465181648731232
167	1.5718691917800904	1.8125659210205078	53.24	58.024	424.0549015159618	254.8183319625911	434.6343284266019	0.5386818282135801	65797.4609375	11681.8984375	71075.6015625	0.1503947675228119
168	1.5688356396484375	1.8072388399124146	53.33	58.112	422.303725368723	225.00297091658052	421.4635248877653	0.49138253940011667	65647.625	11902.84375	70933.1796875	0.15360072255134583
169	1.5838763399505615	1.8214567964553834	53.14	57.844	531.6703563712513	239.87223340422474	530.5722524423209	0.41179999107676757	66092.078125	11506.75	71187.609375	0.1478659212589264
170	1.5815415451049806	1.8225119844436646	52.69	57.684	500.6431704726945	269.4462924546194	503.42006555589643	0.48776523788329645	66220.09375	12246.2578125	71626.5546875	0.1565529853105545
171	1.578170196762085	1.8233724740982056	52.82	57.986	491.3253158814458	236.36517024100945	488.70597144813706	0.442108564013006	66087.140625	11603.015625	71284.4375	0.148917555809021
172	1.5645212422943116	1.8086937410354613	53.08	58.156	401.05618878720423	224.40095239544522	391.66886605446183	0.5271832025449775	65371.65234375	11232.703125	70687.84375	0.1453244388103485
173	1.5614817751693726	1.807594086456299	53.15	58.326	366.4646088039304	222.4593281442885	353.0673255232585	0.5809300854893028	64992.2734375	10497.2265625	70249.890625	0.1365242898464203
174	1.5570895224380492	1.800713735961914	53.22	58.318	377.68817609860383	239.08456105095425	369.0259156039711	0.5963102388919355	65280.65625	10566.59375	70590.4921875	0.13676701486110687
175	1.5604249806976318	1.8047679327011108	53.06	58.304	356.375072450547	244.39807477053722	348.0940721741586	0.6458593791661098	64960.38671875	11172.3359375	70214.640625	0.14552068710327148
176	1.5619091827392577	1.812384909439087	53.37	58.362	338.82724142078246	227.9167688243538	325.4954170692679	0.6468177197142311	65110.6953125	11885.3125	70362.3515625	0.15463627874851227
177	1.5563446887969972	1.803439859008789	53.33	58.514	352.217046724416	259.935577173546	338.6113037184732	0.7121024588283045	64746.375	10490.953125	70171.484375	0.13659623265266418
178	1.5489389279937744	1.7968066690444946	53.45	58.594	261.4994622732706	242.68900345567727	250.04605788858913	0.8895788152068967	64572.1796875	11213.2734375	69953.3828125	0.14661695063114166
179	1.5512174905395508	1.7985395404815674	53.18	58.454	319.4995709031778	216.62416742551918	305.25402087389654	0.6626640566215435	65013.8203125	11194.875	70320.4375	0.14559608697891235
180	1.5543278141021728	1.8013226484298706	53.33	58.458	270.89555788141183	203.24793095903394	260.07677961958353	0.7210894449091305	64801.34375	10950.5703125	70138.3515625	0.14274396002292633
181	1.5511452378082276	1.8007552406311036	53.43	58.666	298.4508401630403	232.6842285076454	284.1224428822805	0.7514614400742993	64751.21875	11503.4921875	70059.8515625	0.15024259686470032
182	1.5512109718322753	1.7979944709777833	53.26	58.538	314.6134939256844	236.219195469378	296.4574582201639	0.7377872201676492	64752.7109375	10913.6328125	69968.1171875	0.1426064521074295
183	1.5529894367218018	1.8012620832443238	53.3	58.49	381.116271995552	250.51072783399997	378.5029769123237	0.6133123228627413	65120.4375	11373.46875	70221.6328125	0.14816859364509583
184	1.551927430381775	1.8006179565429687	53.32	58.56	319.99230843129357	256.680722106576	314.42426293824144	0.7560318939366322	64523.60546875	10550.546875	69900.25	0.13792528212070465
185	1.5672301595306397	1.819487652015686	53.32	58.248	357.067178991655	216.38898256082396	343.7219508416365	0.5804378351773695	64817.16015625	12104.75	70235.375	0.1578310877084732
186	1.5453458518600465	1.7932667755126954	53.68	58.71	253.17281971549872	206.99200886197886	231.20721750653186	0.8300128487665162	64433.05078125	10596.984375	69822.5546875	0.13869822025299072
187	1.554776424598694	1.8022827129364014	53.36	58.548	326.9484176806742	223.9126627414791	321.1185214756385	0.6400937546181066	64818.328125	11454.1640625	70169.0	0.1493510901927948
