	Train Loss	Test Loss	Test Accuracy	Train Accuracy	first_gradient_norm	first_gradient_norm_wt	first_gradient_norm_wt_scaled	first_gradient_norm_wt_rel	first_gradient_norm_all	first_gradient_norm_sub	loss_error	loss_error_wt	loss_error_wt_scaled	loss_error_wt_rel	loss_error_all	loss_error_sub
0	6.242723682556153	6.276350750732422	1.04	1.036	13604.906078151802	96.03914542380622	13471.911641156206	0.006418821580905852	14962.114807723437	14902.241003096704	301906.65625	317.34375	300721.84375	0.0009498462313786149	334100.125	333782.78125
1	4.838290461273194	4.869199659729004	1.73	1.87	1967.142148526291	202.1471941722603	2008.3057979080656	0.0910550852797477	2220.0538668565882	2125.42656123959	218112.828125	4714.03125	220031.1875	0.01932333968579769	243955.3125	239241.28125
2	4.487465823669433	4.495733264923095	3.9	3.846	964.7458921902249	154.30307767795762	1021.04771639	0.137251367165259	1124.2370904194152	1040.0888736484324	201068.109375	1777.453125	202244.328125	0.007916736416518688	224518.421875	222740.96875
3	4.345133492126465	4.357754302215576	4.34	4.562	738.8776173520015	79.61269520716152	774.2764730414599	0.09267780039975188	859.0265938958847	851.5592401604961	194756.8125	1182.734375	195795.671875	0.0054398770444095135	217419.328125	216236.59375
4	4.2709298262023925	4.285282162475586	5.82	5.754	1276.1473702820203	132.61362272003237	1291.4005938938383	0.09306156560130581	1425.009582239089	1340.108714792907	190424.421875	2526.75	191381.515625	0.01189812645316124	212365.375	209838.625
5	4.167529377136231	4.190157964324952	5.96	6.216	1498.0935673767826	145.37693661234428	1601.515410482311	0.08216137479842144	1769.4073032373042	1683.1974452067177	185763.15625	3305.4375	187432.3125	0.015899870544672012	207890.84375	204585.40625
6	4.112741107635498	4.139898404693604	7.28	7.846	2007.2088373379277	164.71352544518257	2058.960523682879	0.07217424466184334	2282.16486666278	2238.162567083315	184516.75	5536.796875	186457.328125	0.026804838329553604	206559.609375	201022.8125
7	4.02840126739502	4.046477021026611	6.57	7.152	1774.3600586405316	193.92115739550383	1812.2895905783396	0.09684514810336482	2002.3838178091046	1908.9084750105376	180646.75	4174.296875	181916.140625	0.020699139684438705	201665.234375	197490.9375
8	4.092717483825684	4.110933305358887	7.64	7.81	2636.8854517086106	243.0326818776695	2688.574660522175	0.08147226219378659	2983.0113382589266	2955.2096513092993	181172.8125	5846.8125	182838.390625	0.02887256070971489	202504.125	196657.3125
9	4.264666207275391	4.287651268386841	7.64	7.668	3192.655693957341	260.8149781119313	3239.632509892019	0.07271343267668427	3586.888536422545	3481.3408733354427	186851.78125	7975.609375	188489.0	0.03824387863278389	208546.046875	200570.4375
10	3.9355240545654295	3.961207740020752	9.42	9.234	1758.3495296803228	217.93112088875586	1812.6992987431001	0.10889492907460525	2001.2972389141148	1896.025749907927	175866.140625	6239.265625	177221.65625	0.031797345727682114	196219.703125	189980.4375
