	Train Loss	Test Loss	Test Accuracy	Train Accuracy
0	3.9760378160095216	3.963415351867676	10.0	9.962
1	3.547220080718994	3.5767327644348144	18.52	18.468
2	2.096285902786255	2.0910182064056397	22.28	22.03
3	1.891227875289917	1.8832120496749878	28.79	28.404
4	1.8794951998138427	1.8652255159378053	30.96	30.386
5	1.8992132220458984	1.8920902141571045	33.71	33.146
6	2.0286389904785156	2.023547936630249	27.13	27.33
7	1.738916162033081	1.7241200256347655	36.64	36.322
8	1.6369126342773437	1.6253492853164673	39.85	39.916
9	1.856565958328247	1.8652957260131835	36.53	35.956
10	1.5191459218978882	1.5241310125350953	43.49	43.724
11	1.6631283758926392	1.666106678390503	41.41	41.602
12	1.485893357772827	1.4922456996917726	48.31	48.938
13	1.5778200234222413	1.5855363965988158	43.46	44.534
14	1.4512952981185914	1.456263325881958	49.25	49.456
15	1.7100426476669313	1.7291455974578858	45.36	46.026
16	1.5994457634735106	1.6248660369873047	45.69	46.576
17	1.8347494904327393	1.838595795249939	41.62	41.844
18	1.2569242237854004	1.2599324132919312	54.76	55.838
19	1.4836384436035157	1.50449131526947	50.03	50.834
20	1.9475354523468018	1.9303101444244384	41.65	41.608
21	1.411641919631958	1.4307736011505128	51.46	51.972
22	1.2557922203445435	1.2712769212722779	57.06	56.982
23	1.0949593924331664	1.1177021465301513	59.3	60.772
24	1.1471033200836183	1.1774225980758668	59.35	60.794
25	1.1286922367095946	1.1606346544265747	59.33	60.498
26	1.1614644201660156	1.1879030256271361	59.45	60.5
27	1.4329431164932251	1.458763254737854	53.2	54.166
28	2.197903071899414	2.213116452407837	41.31	41.858
29	1.6634510803604126	1.6744456090927125	48.14	49.052
30	1.1748081938934327	1.2059581895828246	60.05	61.612
31	1.134606402015686	1.1522232961654664	60.73	61.696
32	1.132231029663086	1.1475493085861206	59.66	60.598
33	1.026334121723175	1.0574640753746032	63.27	64.098
34	0.9722792251205444	1.00372470331192	65.88	66.304
35	1.2099470505142211	1.2441807607650757	60.12	60.928
36	1.0663808165740967	1.1039738130569459	63.97	64.956
37	0.9739933687973023	0.999262961769104	66.24	66.146
38	0.9027247208976745	0.9369520586013794	67.74	68.83
39	0.9975702740287781	1.0386144287109376	65.4	66.878
40	2.143828757247925	2.17817393989563	51.47	52.006
41	4.956643779602051	4.923740997314453	25.06	25.034
42	1.5527591598510742	1.576191000366211	51.04	51.392
43	1.2094565755844116	1.2369589212417602	58.15	59.62
44	0.9225774451446533	0.9523805445671082	67.07	67.91
45	1.191913296775818	1.234937113571167	60.01	60.752
46	0.9166535203742981	0.9478681989669799	67.89	68.396
47	0.847748946647644	0.8953164671897889	69.78	71.12
48	0.97482408826828	1.0233900099754334	66.08	67.118
49	1.217662437210083	1.2470347137451172	62.47	62.654
50	0.9925357885360718	1.022851362323761	65.78	66.468
51	0.886153731956482	0.9190440896034241	69.63	70.372
52	0.9948650985336304	1.0466378459930419	65.94	67.082
53	0.7782080488967895	0.8247885994911194	72.11	73.272
54	0.8806926305961609	0.9167028266906738	68.81	69.986
55	1.0834539730453492	1.135268786239624	65.73	66.918
56	1.0445217211151123	1.0919298917770386	64.82	65.882
57	0.9401930032920838	0.9723827188491821	67.04	68.128
58	0.8458796226501465	0.9016942986488342	70.41	71.706
59	0.9661804025268554	0.997385654258728	68.66	69.27
60	0.7273539658927918	0.7615296146392823	75.22	75.516
61	0.8420503106307984	0.8738704043388367	70.59	71.468
62	1.0399521480178833	1.076367086982727	65.04	65.892
63	6.433717389221191	6.490537287139893	20.68	20.856
64	2.1262880389404297	2.153092688369751	36.46	37.222
65	1.2895526104354857	1.3128567672729492	52.54	53.468
66	0.99514416431427	1.0388014596939088	63.78	65.048
67	1.021312637310028	1.0700513177871704	64.28	65.788
68	0.852935735244751	0.8984440573692322	69.17	70.838
69	1.1700017338180542	1.1938905470848082	62.41	62.92
70	1.6156166915512085	1.6502670185089112	45.33	45.756
71	1.1345548787689208	1.154221164894104	62.27	63.074
72	1.0433221185302735	1.0773352158546448	64.22	64.716
73	1.0251382242965699	1.0680633625030518	64.57	65.886
74	0.7897002222251892	0.8332239867210388	71.67	72.61
75	0.8817012092781067	0.9150230533599853	68.99	70.19
76	0.822417448425293	0.8585464235305786	71.27	72.036
77	0.8356118287658691	0.8880219837188721	70.66	71.85
78	0.7276742544174194	0.7732416715621948	74.16	74.998
79	0.7854444537353515	0.8323673859596252	72.42	73.346
80	0.6969828606033325	0.7456627192497254	74.83	75.906
81	0.7094135778999329	0.7523380680084228	75.13	75.658
82	0.729657982006073	0.7762877456665039	74.08	75.37
83	0.7298230447006225	0.7821507912635803	74.54	75.66
84	0.8487678498458863	0.9008166947364807	70.66	71.454
85	0.7024234752082825	0.7543745672225952	74.34	75.9
86	0.8648382279777527	0.9127171689033509	72.19	73.292
87	0.9867393300056457	1.0245294480323792	66.18	67.088
88	0.8470865495300293	0.888659909248352	70.23	71.508
89	0.7113307481384278	0.7459484904766083	74.67	75.756
90	0.7127404652786254	0.7473605506896973	74.29	75.134
91	0.6445352360153198	0.6801036665916443	77.38	78.108
92	0.723323897075653	0.7629880628585816	74.69	75.546
93	0.6817576962661743	0.7255881180763245	75.84	76.606
94	0.6589525888061524	0.7142317769527435	76.14	77.234
95	0.6931117019271851	0.7527955428123474	75.59	76.628
96	0.6642921036148072	0.7174305079460144	75.92	77.366
97	0.6313547472381592	0.6915040171146393	76.67	78.22
98	0.6516780613517761	0.7097305634498596	76.49	77.708
99	0.6467276801681519	0.707841098022461	76.66	78.034
100	0.7213515909194946	0.7777008756637573	74.48	75.7
101	0.7505520024490356	0.802607426738739	74.48	75.454
102	0.8187790100288391	0.8701019618988037	71.58	73.038
103	0.8122663519287109	0.8725310587882995	72.72	73.95
104	0.613821419467926	0.662631900882721	78.36	79.046
105	0.5858448067474366	0.6478662100791931	78.77	80.028
106	0.570775294418335	0.62837804646492	78.75	80.286
107	0.6296340857505799	0.6823895582675934	77.58	78.58
108	0.8243192678451539	0.8745482995986938	73.66	74.088
109	1.074098860092163	1.1330325521469116	68.03	69.284
110	0.8066347988891601	0.8522047172546386	72.02	73.028
111	0.7331151822280884	0.796437434387207	74.62	76.162
112	0.7244682333755493	0.791267275762558	74.27	75.53
113	0.6195872773170471	0.6736663185596466	77.32	79.0
114	0.6778659239768982	0.7417478259086608	76.33	77.566
115	0.5952154883766174	0.6667747937202454	77.42	79.338
116	0.6062266300582886	0.6627567299842835	78.27	79.686
117	0.6588358089828491	0.7233763565063477	76.79	78.172
118	0.61706684841156	0.6719054880142212	77.73	79.152
119	0.6056815437698364	0.6710251039505005	77.29	79.02
120	0.6321196149253845	0.7172515528202057	76.46	78.718
121	0.47317321428298953	0.5529965248584747	81.22	83.566
122	0.4557722739505768	0.5379302820682526	81.55	84.176
123	0.45044814567565916	0.5318928970813751	81.68	84.412
124	0.4556319573020935	0.5402445509433746	81.77	84.332
125	0.4460331006813049	0.5284951539039612	82.01	84.54
126	0.43939293985366823	0.523960535287857	81.92	84.818
127	0.43894806579589846	0.5235740948677063	82.18	84.872
128	0.4368284689903259	0.5237733247756958	82.48	85.04
129	0.43211984909057616	0.5187740417480469	82.36	85.144
130	0.4317965160083771	0.517725804758072	82.51	85.09
131	0.43186209830284117	0.5175425864219666	82.57	85.164
132	0.4293828982448578	0.513368899011612	82.4	85.224
133	0.4292890905666351	0.5168960974216461	82.3	85.268
134	0.4246223222923279	0.5114202007770539	82.48	85.368
135	0.42570568714141843	0.5124652994155884	82.39	85.364
136	0.42611139665603637	0.5127675374984741	82.69	85.31
137	0.42564179094314575	0.5118768395423889	82.68	85.424
138	0.42224876717567444	0.5130980645656585	82.57	85.538
139	0.4271116160392761	0.5214255924701691	82.4	85.43
140	0.42332725423812867	0.5146515388965607	82.82	85.528
141	0.42054380840301514	0.5141624276161194	82.71	85.55
142	0.4136109573841095	0.5060916606426239	82.81	85.742
143	0.4172912793159485	0.5113111573219299	82.89	85.642
144	0.42099593511581423	0.5156711341381073	82.71	85.522
145	0.45133718444824217	0.5455497059345246	82.25	84.472
146	0.4264223683738709	0.5198296746730805	82.56	85.366
